1 ,120.0 ,23.5 
1 ,119.0 ,21.6 
1 ,123.0 ,21.6 
2 ,118.0 ,17.1 
2 ,115.0 ,17.1 
1 ,113.0 ,18.8 
1 ,114.0 ,20.6 
2 ,112.0 ,16.5 
1 ,116.0 ,23.7 
2 ,117.0 ,24.3 
2 ,109.0 ,19.1 
1 ,116.0 ,18.7 
2 ,110.0 ,22.2 
1 ,115.0 ,20.2 
1 ,116.0 ,26.0 
1 ,121.0 ,23.1 
1 ,116.0 ,20.3 
1 ,117.0 ,21.9 
2 ,114.0 ,19.9 
2 ,123.0 ,22.6 
2 ,119.0 ,21.2 
1 ,120.0 ,21.9 
1 ,124.0 ,23.6 
1 ,124.0 ,21.4 
1 ,113.0 ,21.4 
1 ,111.0 ,17.7 
1 ,120.0 ,20.5 
2 ,112.0 ,18.3 
2 ,118.0 ,18.0 
2 ,119.0 ,20.9 
1 ,121.0 ,22.6 
2 ,112.0 ,18.8 
1 ,123.0 ,23.6 
1 ,112.0 ,19.6 
2 ,110.0 ,17.8 
1 ,120.0 ,22.1 
2 ,111.0 ,18.4 
2 ,113.0 ,17.5 
1 ,11.0 ,127.7 
1 ,124.4 ,23.2 
1 ,124.0 ,25.0 
2 ,120.5 ,23.3 
2 ,117.0 ,22.6 
2 ,113.0 ,19.1 
2 ,123.1 ,22.0 
1 ,119.1 ,22.3 
1 ,123.0 ,24.3 
2 ,122.2 ,21.2 
1 ,121.1 ,24.0 
2 ,118.8 ,21.5 
2 ,118.1 ,23.1 
2 ,119.5 ,19.9 
2 ,112.8 ,20.4 
1 ,120.5 ,23.3 
1 ,127.5 ,26.4 
1 ,118.0 ,21.0 
1 ,119.0 ,21.0 
2 ,126.0 ,23.6 
1 ,114.0 ,21.1 
1 ,126.0 ,24.0 
1 ,124.0 ,22.0 
2 ,111.0 ,20.9 
1 ,112.0 ,22.0 
1 ,118.0 ,21.7 
1 ,126.0 ,25.0 
1 ,113.0 ,16.9 
2 ,117.0 ,19.6 
1 ,116.0 ,21.7 
1 ,128.0 ,24.7 
1 ,122.0 ,26.5 
1 ,127.0 ,23.8 
2 ,120.0 ,23.0 
1 ,120.0 ,23.0 
2 ,121.0 ,23.5 
2 ,122.0 ,20.8 
1 ,123.0 ,21.0 
2 ,118.0 ,20.6 
1 ,120.0 ,23.2 
2 ,116.0 ,20.7 
2 ,112.0 ,19.7 
2 ,120.0 ,22.8 
1 ,116.0 ,20.0 
1 ,131.0 ,31.6 
2 ,119.0 ,23.6 
1 ,133.0 ,29.0 
2 ,118.0 ,20.6 
2 ,125.0 ,25.9 
2 ,122.0 ,19.5 
1 ,124.0 ,26.5 
2 ,126.0 ,25.9 
2 ,133.0 ,27.6 
1 ,138.0 ,32.4 
1 ,127.0 ,26.5 
1 ,130.0 ,26.3 
1 ,129.0 ,26.8 
1 ,128.0 ,24.7 
1 ,119.0 ,23.0 
2 ,124.0 ,24.7 
2 ,134.0 ,27.0 
1 ,123.0 ,24.7 
2 ,123.0 ,23.2 
1 ,124.0 ,23.3 
2 ,121.0 ,21.8 
1 ,132.0 ,26.1 
1 ,116.0 ,19.2 
1 ,122.0 ,25.9 
1 ,127.0 ,25.0 
1 ,128.0 ,25.3 
2 ,125.0 ,23.2 
2 ,119.0 ,18.9 
2 ,124.0 ,22.4 
2 ,120.0 ,22.4 
2 ,128.0 ,30.8 
2 ,134.0 ,25.4 
1 ,134.0 ,28.5 
1 ,127.0 ,26.1 
1 ,126.0 ,23.5 
1 ,139.0 ,41.3 
1 ,131.0 ,28.8 
2 ,120.0 ,23.3 
2 ,124.0 ,23.5 
2 ,121.0 ,23.6 
1 ,129.0 ,29.4 
2 ,121.0 ,20.1 
1 ,117.0 ,19.7 
1 ,128.0 ,23.4 
2 ,123.0 ,22.6 
2 ,134.0 ,26.4 
1 ,127.0 ,25.8 
2 ,135.0 ,25.7 
2 ,126.0 ,23.8 
1 ,124.0 ,28.0 
1 ,130.0 ,26.4 
2 ,121.0 ,22.2 
1 ,136.0 ,26.9 
1 ,127.0 ,25.0 
1 ,128.0 ,24.4 
1 ,136.0 ,32.5 
2 ,132.0 ,30.0 
1 ,128.0 ,26.5 
1 ,135.0 ,28.7 
2 ,127.0 ,23.8 
1 ,128.0 ,27.4 
1 ,132.0 ,27.6 
2 ,137.0 ,27.4 
1 ,122.0 ,24.8 
2 ,128.0 ,25.9 
2 ,130.0 ,24.1 
2 ,121.0 ,20.9 
1 ,126.0 ,25.6 
1 ,122.0 ,20.8 
2 ,125.0 ,23.5 
1 ,137.0 ,27.5 
1 ,122.0 ,23.2 
2 ,134.0 ,26.0 
1 ,124.0 ,25.1 
1 ,133.0 ,36.4 
1 ,136.0 ,31.8 
1 ,129.0 ,28.7 
1 ,125.0 ,23.2 
2 ,131.0 ,27.5 
1 ,133.0 ,30.1 
1 ,134.0 ,26.1 
1 ,128.0 ,26.1 
2 ,127.0 ,26.1 
1 ,130.0 ,23.4 
1 ,125.0 ,22.7 
2 ,133.0 ,26.7 
2 ,125.0 ,20.3 
1 ,126.0 ,21.7 
1 ,131.0 ,24.1 
2 ,126.0 ,26.8 
1 ,137.0 ,32.2 
2 ,133.0 ,28.0 
2 ,131.0 ,25.1 
1 ,126.0 ,24.5 
2 ,129.0 ,22.5 
1 ,134.0 ,30.1 
2 ,134.0 ,25.5 
1 ,131.0 ,26.5 
2 ,133.0 ,26.5 
1 ,131.0 ,26.9 
1 ,132.0 ,26.0 
1 ,136.0 ,28.6 
1 ,120.0 ,19.2 
1 ,126.0 ,23.4 
2 ,129.0 ,25.9 
1 ,127.0 ,23.0 
1 ,131.0 ,24.4 
1 ,124.0 ,22.0 
2 ,137.0 ,30.4 
2 ,128.0 ,22.7 
2 ,123.0 ,22.7 
2 ,139.0 ,28.4 
2 ,149.0 ,32.8 
1 ,136.0 ,27.1 
2 ,136.0 ,26.8 
1 ,135.0 ,31.0 
1 ,135.0 ,31.5 
2 ,138.0 ,32.9 
1 ,143.0 ,32.9 
2 ,145.0 ,33.2 
2 ,123.0 ,22.5 
1 ,140.0 ,32.1 
2 ,134.0 ,29.6 
1 ,136.0 ,32.0 
2 ,127.0 ,25.0 
2 ,143.0 ,29.4 
1 ,136.0 ,31.0 
1 ,143.0 ,34.1 
1 ,141.0 ,32.7 
1 ,135.0 ,30.6 
2 ,131.0 ,28.9 
1 ,136.0 ,31.3 
2 ,136.0 ,31.0 
1 ,143.0 ,34.0 
2 ,141.0 ,36.1 
2 ,142.0 ,35.1 
1 ,140.0 ,29.8 
1 ,129.0 ,23.8 
1 ,138.0 ,31.3 
1 ,133.0 ,29.3 
1 ,136.0 ,30.8 
2 ,131.0 ,28.6 
1 ,129.0 ,27.8 
1 ,138.0 ,28.6 
1 ,139.0 ,35.2 
1 ,137.0 ,28.1 
1 ,142.0 ,32.3 
2 ,138.0 ,30.1 
2 ,124.0 ,27.1 
2 ,133.0 ,26.8 
2 ,134.0 ,39.1 
2 ,132.0 ,26.7 
2 ,134.0 ,30.2 
2 ,128.0 ,29.1 
1 ,126.0 ,24.5 
1 ,131.0 ,31.6 
2 ,142.0 ,25.2 
2 ,146.0 ,41.0 
2 ,125.0 ,23.1 
1 ,146.0 ,40.0 
1 ,142.0 ,39.0 
1 ,139.0 ,37.5 
2 ,147.0 ,40.9 
1 ,136.0 ,30.8 
1 ,136.0 ,32.5 
2 ,131.0 ,27.5 
2 ,134.0 ,33.3 
1 ,147.0 ,36.3 
1 ,138.0 ,30.6 
2 ,148.0 ,37.6 
1 ,139.0 ,34.9 
2 ,129.0 ,24.0 
1 ,140.0 ,35.1 
1 ,139.0 ,33.0 
1 ,134.0 ,31.0 
1 ,134.0 ,31.1 
1 ,131.0 ,29.4 
1 ,134.0 ,29.4 
1 ,137.0 ,36.5 
1 ,141.0 ,32.8 
1 ,134.0 ,29.5 
1 ,123.0 ,24.6 
1 ,137.0 ,30.8 
1 ,137.0 ,31.7 
1 ,129.0 ,32.6 
1 ,130.5 ,26.2 
1 ,141.0 ,32.4 
1 ,152.5 ,40.8 
1 ,137.0 ,27.3 
2 ,148.0 ,36.1 
1 ,137.5 ,32.1 
1 ,131.0 ,29.3 
1 ,147.0 ,37.3 
2 ,140.2 ,32.0 
1 ,133.7 ,28.2 
2 ,151.0 ,39.5 
2 ,137.2 ,27.8 
1 ,139.0 ,27.0 
1 ,137.2 ,27.8 
2 ,144.0 ,36.7 
1 ,137.3 ,32.2 
1 ,138.7 ,33.5 
1 ,130.8 ,30.7 
2 ,143.5 ,35.4 
1 ,141.4 ,36.4 
1 ,140.0 ,31.3 
2 ,144.5 ,35.3 
2 ,135.6 ,29.2 
1 ,135.0 ,26.9 
2 ,148.5 ,34.7 
2 ,155.5 ,34.7 
1 ,142.0 ,34.0 
2 ,144.2 ,36.5 
1 ,143.5 ,34.6 
2 ,140.1 ,33.9 
1 ,145.5 ,37.4 
1 ,146.1 ,40.7 
1 ,146.6 ,35.7 
1 ,142.1 ,35.4 
2 ,141.1 ,34.9 
1 ,142.4 ,31.9 
1 ,136.0 ,30.9 
1 ,147.2 ,33.3 
2 ,150.0 ,34.0 
1 ,142.7 ,33.1 
1 ,132.0 ,28.3 
2 ,155.0 ,45.5 
1 ,125.8 ,25.2 
2 ,128.6 ,24.9 
1 ,141.2 ,34.8 
2 ,149.0 ,38.0 
2 ,140.8 ,39.2 
2 ,146.3 ,34.9 
1 ,135.8 ,29.3 
2 ,143.5 ,33.9 
1 ,134.1 ,32.6 
1 ,156.0 ,42.9 
2 ,154.0 ,36.0 
2 ,149.0 ,35.9 
2 ,151.0 ,36.0 
2 ,139.2 ,33.6 
1 ,134.8 ,32.5 
2 ,145.5 ,36.1 
2 ,138.1 ,28.1 
2 ,138.0 ,28.0 
2 ,130.0 ,28.0 
1 ,129.1 ,28.0 
2 ,140.3 ,33.6 
2 ,129.1 ,28.8 
2 ,146.3 ,40.6 
1 ,141.5 ,35.2 
2 ,145.1 ,42.6 
2 ,135.0 ,31.9 
2 ,132.4 ,29.6 
1 ,136.1 ,29.6 
2 ,127.0 ,28.6 
1 ,149.7 ,41.0 
2 ,145.1 ,39.5 
1 ,133.2 ,29.2 
2 ,142.0 ,33.4 
2 ,144.5 ,25.8 
1 ,133.4 ,31.1 
1 ,135.8 ,32.0 
1 ,138.5 ,29.8 
2 ,135.2 ,29.0 
1 ,137.0 ,31.5 
1 ,154.1 ,40.6 
1 ,149.1 ,35.9 
2 ,146.0 ,47.3 
2 ,139.1 ,33.1 
2 ,152.2 ,43.8 
